St,A,St1
5,false,6
4,false,5
4,false,5
3,false,3
6,false,6
4,false,5
7,false,8
4,false,5
9,false,10
7,false,8
9,false,10
9,false,10
5,false,6
5,false,6
8,false,9
1,false,2
8,true,1
5,false,6
7,false,8
10,false,10
1,false,2
2,false,3
9,true,0
8,false,9
1,false,1
1,false,2
7,false,8
6,true,1
10,false,10
3,false,4
7,false,8
4,true,1
3,false,4
4,false,4
2,false,3
3,false,3
5,false,6
6,false,7
9,false,10
3,false,4
2,false,3
5,false,6
2,false,3
3,false,4
7,true,1
10,false,10
1,false,2
8,false,9
8,false,9
4,true,0
7,false,8
6,false,6
7,false,8
4,false,5
10,false,10
9,false,10
1,false,1
9,true,1
5,true,1
10,false,10
7,false,8
4,false,5
10,true,1
10,true,0
7,false,8
7,false,8
6,false,7
7,false,8
2,false,2
8,false,9
4,false,5
7,true,1
4,false,5
1,false,2
1,false,1
3,false,3
5,false,6
2,false,3
2,false,2
7,false,8
9,false,10
8,false,9
5,false,6
7,false,8
1,false,2
7,false,8
1,false,2
3,false,4
8,false,9
10,false,10
9,false,10
4,false,5
2,false,3
3,false,4
3,false,3
10,false,10
4,false,5
2,false,3
3,false,4
9,true,1
7,false,8
1,false,2
5,false,6
5,false,6
4,false,5
5,false,5
5,false,6
4,false,5
9,false,10
2,false,3
5,false,6
1,false,2
10,false,10
10,false,10
9,false,10
1,false,2
7,false,8
3,false,4
3,false,4
9,false,10
6,false,6
9,true,1
3,false,4
4,false,5
7,false,8
10,false,10
7,false,8
10,false,10
4,false,4
3,false,4
5,false,6
8,true,1
1,false,2
9,false,10
5,false,6
4,false,5
6,false,7
2,false,3
7,false,8
3,false,4
5,true,1
8,false,9
10,true,0
10,false,10
3,false,4
5,false,6
6,false,6
10,false,10
1,false,2
1,false,2
1,false,2
7,false,8
8,false,9
8,false,9
5,false,6
5,false,6
6,false,6
2,false,3
8,false,9
9,false,10
6,false,7
10,false,10
8,true,1
6,false,7
6,false,7
9,true,1
6,true,1
4,false,5
5,false,6
6,false,7
3,false,4
1,false,2
10,false,10
4,false,5
2,false,3
9,true,0
1,false,2
8,false,9
2,false,3
3,false,4
10,true,1
9,false,10
1,false,2
6,false,6
6,false,6
9,true,1
4,false,4
6,false,7
9,false,10
9,false,10
7,false,8
3,false,3
2,false,3
4,false,4
1,false,2
7,true,1
1,false,2
10,false,10
7,false,7
1,false,1
4,false,5
3,false,4
8,false,9
9,false,10
8,false,9
6,false,7
1,false,2
2,false,3
10,false,10
6,false,7
8,false,9
5,false,6
8,false,9
7,false,7
8,false,9
7,true,1
9,true,1
6,false,7
9,true,1
7,false,8
9,false,10
3,false,3
2,false,3
9,false,10
5,false,6
6,false,7
5,false,6
4,false,5
9,false,9
6,false,7
1,false,2
10,false,10
2,false,3
4,false,5
2,false,3
4,false,5
2,false,3
5,true,0
6,true,0
6,false,6
6,false,7
8,true,1
8,false,9
4,false,5
9,false,9
10,true,1
2,false,3
10,false,10
8,false,9
10,true,1
2,false,3
6,false,7
1,false,2
7,true,1
6,true,1
2,false,3
9,false,10
4,false,5
1,false,2
5,false,6
2,false,3
4,false,5
2,false,3
6,false,7
5,true,1
2,false,3
2,false,3
5,false,6
9,false,10
2,false,3
7,false,8
5,false,5
1,false,2
5,false,6
10,false,10
6,false,7
10,false,10
7,false,8
3,false,4
6,false,7
9,false,10
7,false,8
4,true,1
10,true,1
7,true,0
9,false,9
3,false,4
7,false,8
3,false,4
4,false,4
8,false,9
3,false,4
2,false,3
1,false,2
8,false,9
2,false,3
3,false,4
10,false,10
3,false,4
9,true,1
10,false,10
8,true,1
8,false,9
2,false,2
4,false,5
8,false,9
9,false,10
10,false,10
4,false,4
5,false,6
9,false,10
4,false,5
1,false,2
10,false,10
1,false,2
1,false,2
3,false,4
3,false,4
3,false,3
2,false,3
9,false,10
4,false,5
7,false,8
3,false,4
9,true,1
2,false,3
8,false,8
5,false,6
6,false,6
10,false,10
5,false,5
8,false,8
8,false,9
6,false,7
2,false,3
10,true,0
4,false,4
1,true,1
6,false,7
4,false,5
2,false,3
3,false,4
5,false,6
10,false,10
5,false,6
1,false,2
4,false,5
5,false,6
1,false,2
7,false,8
3,false,4
1,false,2
4,false,5
10,false,10
9,true,1
10,true,1
6,true,1
3,false,4
7,false,8
3,false,4
1,false,2
6,false,7
7,false,8
3,false,4
3,false,4
5,true,1
4,false,5
8,false,9
6,true,1
4,false,4
4,false,4
7,true,1
5,false,6
7,false,8
1,false,2
9,false,10
2,false,3
2,false,3
1,false,2
1,false,2
10,true,1
2,false,2
9,true,0
5,false,6
5,false,6
2,false,3
2,false,3
5,false,6
7,false,8
2,false,3
2,false,3
2,false,3
10,true,1
10,false,10
4,false,4
8,false,8
5,false,6
9,true,1
10,false,10
8,false,9
3,false,4
5,false,6
5,false,6
3,true,1
10,false,10
10,false,10
1,false,2
9,true,1
1,false,2
8,false,9
9,false,10
6,false,7
6,false,6
9,false,9
10,false,10
5,false,6
1,false,2
6,false,7
6,true,0
6,false,7
2,false,2
1,false,1
4,false,5
8,true,0
3,false,4
9,true,1
7,false,8
4,false,5
1,false,1
7,false,8
3,false,4
8,false,8
9,false,10
8,false,9
5,false,6
10,false,10
2,false,3
1,false,1
4,false,5
6,false,7
2,false,3
8,true,0
1,false,2
7,false,8
8,false,9
5,true,1
7,false,8
1,false,2
2,false,3
5,false,6
8,false,8
5,false,6
1,false,2
3,false,4
8,false,9
10,false,10
4,false,5
1,false,1
4,false,5
3,false,4
1,false,2
2,false,3
10,false,10
4,true,1
4,false,5
9,false,10
5,false,6
8,true,1
10,false,10
2,false,2
6,false,7
1,false,2
1,false,2
2,false,3
2,false,3
9,false,10
7,false,8
10,false,10
1,false,2
4,false,5
4,false,5
3,false,4
9,true,1
2,false,3
8,false,9
9,false,10
3,true,1
6,false,7
5,false,6
8,false,9
7,false,8
8,true,0
10,false,10
4,false,5
8,true,1
8,false,9
4,false,5
9,false,10
8,true,1
1,false,1
2,false,3
5,false,5
8,false,9
7,false,8
7,false,7
4,false,5
4,false,5
10,false,10
8,true,0
7,false,7
5,false,5
3,false,4
3,false,4
3,false,4
6,false,7
2,false,3
6,false,7
5,false,6
7,false,7
7,false,8
1,false,2
9,true,1
3,false,4
9,true,1
4,false,4
3,false,4
1,false,2
9,true,1
7,true,1
3,false,3
8,false,9
5,false,6
6,false,6
6,false,7
4,false,5
2,false,3
7,false,8
10,true,0
2,false,3
8,false,9
9,false,9
8,false,9
9,true,0
8,false,9
10,false,10
8,true,0
5,false,6
1,true,1
1,false,2
6,false,7
3,false,4
10,false,10
4,true,0
3,false,4
4,false,4
1,false,1
2,false,3
3,false,4
3,false,4
1,false,2
4,false,5
7,true,0
8,false,9
9,true,0
5,true,1
3,false,4
1,false,2
9,false,10
2,true,1
3,false,3
7,false,8
5,false,6
5,false,6
9,false,10
10,false,10
4,false,5
6,false,6
1,false,2
6,false,6
8,false,9
10,false,10
8,false,8
6,false,7
1,false,2
1,false,2
6,true,0
7,false,8
10,true,1
1,false,2
6,false,7
3,false,3
7,true,0
8,false,9
8,false,9
7,false,8
7,true,1
4,false,4
6,false,7
4,true,1
1,false,2
2,false,3
4,true,1
5,false,6
8,false,9
5,false,6
5,false,6
3,true,1
3,false,4
1,false,2
9,false,10
9,true,0
3,true,1
8,true,1
2,false,3
6,false,7
3,true,1
6,true,0
1,false,2
10,true,1
3,false,3
8,false,9
3,false,4
10,true,1
7,false,8
4,false,5
7,false,8
10,true,1
10,true,1
2,false,3
9,false,10
8,false,9
4,false,5
8,false,9
10,false,10
8,false,9
8,true,1
4,false,5
6,true,1
2,false,3
2,false,3
1,false,1
1,false,2
8,true,1
8,true,1
4,false,5
2,false,3
2,false,3
4,true,0
9,false,10
8,false,9
10,true,1
10,true,1
8,true,1
7,false,8
4,false,5
10,false,10
1,false,2
6,false,6
7,true,1
4,false,5
8,false,9
2,false,2
7,true,1
1,false,1
3,false,4
10,false,10
3,false,4
4,true,1
10,true,1
2,false,3
3,false,4
7,true,1
5,false,6
3,true,1
2,false,3
6,false,7
8,false,9
10,true,1
7,false,8
4,true,1
6,false,7
4,false,4
9,false,10
1,false,2
1,false,2
10,false,10
5,true,0
4,false,5
10,false,10
3,false,4
4,false,5
5,false,6
9,false,10
4,true,1
10,true,1
4,false,5
4,false,5
2,false,3
6,false,7
5,false,6
4,false,5
5,false,6
4,false,5
6,false,7
5,false,6
6,true,1
5,false,6
3,true,1
3,false,4
4,false,5
6,false,7
10,false,10
3,true,1
3,false,3
2,false,3
4,false,5
9,false,10
1,false,2
5,true,1
6,false,7
8,true,1
10,false,10
4,false,5
1,false,2
7,false,8
4,false,5
6,true,1
3,true,1
9,false,9
5,false,6
4,false,5
2,false,3
1,false,2
7,false,8
5,false,6
3,false,4
9,false,10
2,false,3
5,true,1
6,true,1
7,false,7
10,false,10
2,false,3
3,false,4
4,true,1
5,false,6
7,true,0
2,false,3
9,false,10
3,false,4
4,false,5
2,false,3
1,false,1
9,false,10
7,false,8
3,false,4
4,false,5
2,false,3
10,true,1
4,false,5
1,false,2
8,false,9
6,false,7
4,false,5
4,false,4
10,false,10
8,false,9
6,false,7
10,false,10
1,false,2
8,false,8
3,false,4
5,false,5
9,true,1
1,false,2
6,true,0
7,false,8
3,false,4
5,false,6
4,false,5
4,false,5
7,true,1
8,false,9
9,false,10
8,false,9
4,true,1
3,false,3
6,true,1
10,true,1
7,true,1
3,false,4
5,false,5
10,true,1
10,false,10
5,false,6
6,true,0
8,false,8
8,false,9
10,false,10
3,false,4
5,false,6
8,true,1
8,false,8
6,false,7
6,false,7
2,false,3
10,true,0
9,false,10
3,true,1
9,true,1
3,false,3
3,false,4
8,true,0
2,false,3
3,false,4
4,false,5
2,false,3
5,false,6
8,false,9
3,false,3
1,false,1
5,false,5
3,false,4
6,false,7
7,true,1
8,false,9
1,true,1
1,false,2
3,false,4
7,true,1
10,false,10
10,false,10
8,false,9
4,false,5
1,false,1
4,false,5
4,false,5
5,false,6
8,true,1
2,false,3
2,false,3
5,true,1
3,true,1
9,false,10
10,true,1
4,false,4
4,false,5
10,false,10
7,false,7
9,false,10
1,false,2
6,true,1
8,true,1
10,true,0
9,true,1
7,false,8
5,false,6
7,false,8
10,false,10
2,false,3
2,false,3
7,false,7
3,false,4
5,false,6
9,false,9
3,false,4
10,false,10
8,true,1
5,false,6
10,false,10
3,false,4
5,true,0
3,false,4
3,false,4
8,false,9
5,false,6
2,false,3
5,true,1
9,false,10
5,false,6
6,false,7
2,false,3
3,false,3
2,false,3
3,false,3
9,false,10
1,false,2
4,false,5
3,false,4
7,false,8
3,true,1
5,false,6
3,false,4
7,false,7
5,false,6
6,false,7
1,false,2
3,false,4
6,false,7
2,false,3
4,false,5
9,false,10
1,false,2
1,false,2
2,false,3
1,false,1
6,false,7
3,false,4
10,true,1
5,false,6
8,false,9
8,false,9
2,true,1
10,false,10
5,true,1
1,false,2
10,false,10
5,false,6
6,false,7
2,false,2
3,false,4
8,false,9
1,false,2
9,false,9
5,false,6
6,false,7
6,true,0
10,false,10
3,false,4
9,false,9
1,false,2
4,true,1
5,false,6
7,false,8
9,true,1
2,false,3
7,false,8
3,false,4
9,true,1
5,false,6
8,true,1
1,false,2
2,false,3
3,false,4
8,false,9
7,false,8
3,false,4
8,false,8
5,false,5
4,false,5
2,false,3
1,false,1
6,false,7
1,true,1
10,true,1
5,false,6
2,false,3
10,false,10
2,false,3
4,false,5
3,false,3
8,false,9
8,false,9
7,false,7
6,true,0
10,false,10
7,true,0
5,false,6
3,false,4
4,false,5
3,false,4
6,false,7
3,true,1
9,true,1
7,false,7
7,true,1
3,false,4
4,true,1
9,false,10
8,false,8
4,false,5
1,false,2
3,false,4
5,false,6
7,true,1
5,false,6
9,false,10
5,false,6
6,false,7
7,false,8
10,false,10
9,true,1
4,false,5
5,false,6
2,false,3
9,false,10
3,true,0
1,false,2
1,true,1
4,false,5
2,false,3
9,false,10
9,false,10
6,false,6
8,false,9
10,false,10
5,false,6
9,false,10
5,false,6
7,false,8
7,false,8
9,false,10
9,false,9
7,false,8
8,false,9
10,false,10
1,false,2
2,false,3
10,false,10
4,false,5
6,false,6
9,false,10
10,false,10
2,false,3
7,false,7
5,false,6
9,false,10
8,true,1
5,false,6
7,false,7
4,false,5
2,false,2
2,false,3
9,false,10
9,true,1
8,false,9
3,false,4
5,false,5
7,false,8
7,false,7
6,false,7
2,false,3
10,true,1
8,true,1
2,false,3
8,false,9
7,false,7
7,false,8
4,false,5
7,true,1
7,false,8
4,false,5
6,false,7
3,false,4
1,false,2
8,false,9
8,false,9
9,false,9
6,true,1
1,false,2
3,false,4
5,false,6
5,true,0
6,false,7
5,false,6
2,false,3
4,true,1
10,false,10
5,false,6
5,false,6
1,false,2
5,false,5
4,false,5
4,false,5
5,false,6
2,false,3
6,false,7
9,true,1
5,true,1
2,false,3
2,false,3
3,false,4
1,false,2
3,false,4
1,false,2
4,false,5
9,false,9
5,false,5
5,false,6
7,true,1
8,false,9
6,false,7
7,false,8
10,false,10
5,false,6
9,false,10
4,false,5
3,true,0
10,false,10
4,false,5
4,false,5
8,false,9
9,false,9
4,false,5
5,true,1
10,false,10
5,false,5
8,true,1
7,false,8
8,true,1
8,false,9
5,true,1
1,true,1
10,false,10
5,false,6
5,false,6
9,false,10
10,true,1
3,false,4
1,true,1
2,false,3
7,false,8
9,false,10
6,false,7
4,false,5
5,false,5
2,false,3
10,true,1
9,false,9
8,false,9
4,false,5
5,false,5
1,false,2
9,false,10
5,false,6
7,false,8
3,false,3
3,false,3
3,false,4
3,true,1
9,false,10
4,false,5
9,true,1
2,false,3
4,false,4
5,false,5
7,false,8
7,false,8
2,false,3
4,false,5
8,false,9
2,false,3
1,false,2
1,false,1
5,false,5
9,true,1
4,false,4
6,true,0
10,false,10
7,false,8
5,false,6
3,false,4
5,true,1
3,false,4
10,true,1
10,true,0
5,false,6
10,true,1
1,false,1
8,false,9
6,false,7
1,false,2
3,false,4
3,false,4
6,true,0
2,false,2
9,true,1
6,false,7
8,false,9
6,false,7
1,false,2
3,false,4
4,false,5
1,false,2
1,false,2
9,false,10
7,false,8
5,false,6
9,false,9
9,false,10
1,false,2
7,true,1
9,false,10
3,false,4
10,false,10
1,false,1
8,false,9
7,false,7
6,false,7
4,true,1
5,true,1
10,false,10
10,false,10
6,false,6
7,false,7
7,true,1
2,false,3
6,false,7
6,false,7
3,false,4
4,false,5
9,false,10
2,false,2
8,false,9
4,true,1
10,false,10
8,false,9
4,false,5
6,false,7
2,false,3
2,false,3
3,false,4
4,false,4
1,false,2
4,false,5
8,false,8
3,false,4
4,false,5
3,false,4
2,true,1
6,true,1
1,false,2
4,false,5
7,true,1
7,false,8
7,false,8
7,false,7
6,false,6
3,false,4
6,false,6
1,false,2
1,false,2
8,false,9
1,false,2
2,false,2
1,false,2
7,false,8
10,false,10
8,false,9
7,false,8
9,false,10
1,false,2
6,false,7
1,false,2
5,false,6
2,false,3
3,false,4
7,true,1
3,false,4
9,true,0
2,false,3
8,false,9
1,false,1
4,false,4
8,true,0
7,false,8
6,false,7
3,false,3
4,false,4
10,false,10
1,false,1
4,false,4
1,false,2
3,false,4
2,false,3
6,false,7
5,false,6
9,false,10
8,false,9
3,false,4
3,false,4
3,false,4
7,false,8
10,false,10
8,true,1
3,false,4
9,true,1
9,false,10
2,false,3
5,false,5
6,true,1
3,false,4
8,false,9
7,true,1
7,false,8
8,false,8
6,false,7
5,true,1
8,false,9
4,false,5
5,false,6
6,false,7
9,false,9
5,false,6
6,false,6
4,false,5
6,false,7
7,false,8
3,false,4
3,false,4
4,false,5
5,false,6
2,false,3
7,false,8
8,false,9
3,false,3
1,false,2
5,false,6
4,false,5
7,false,7
8,false,9
2,false,3
6,false,7
10,false,10
10,true,1
7,false,8
8,false,9
2,false,3
8,false,9
2,true,0
1,false,2
4,true,0
7,true,1
6,false,7
6,false,6
5,false,6
3,false,3
3,false,4
8,false,9
10,true,1
7,true,1
6,false,7
8,false,9
8,true,1
6,true,1
3,false,4
7,false,8
5,false,6
9,false,10
9,false,10
4,false,5
3,false,4
2,false,2
10,true,1
5,false,6
4,false,5
8,true,1
3,false,4
3,false,3
5,false,6
10,false,10
5,false,6
1,false,2
9,false,9
6,false,7
9,false,10
5,false,6
9,false,10
1,false,2
4,false,5
2,false,3
5,true,1
6,false,7
7,false,8
8,true,1
5,false,6
3,true,0
7,false,8
7,false,8
10,true,1
7,false,8
10,true,1
4,false,5
8,true,1
2,false,2
1,false,2
4,true,0
6,false,7
1,true,1
10,false,10
5,false,6
3,false,4
6,false,7
10,true,1
1,false,1
10,false,10
1,false,2
5,false,6
5,false,6
10,false,10
2,false,3
7,false,8
4,false,5
4,false,5
5,false,6
5,true,1
7,false,8
7,true,1
2,false,3
6,false,6
3,false,3
1,false,2
3,false,4
10,false,10
8,false,9
4,false,5
4,true,1
9,true,1
10,true,0
7,false,8
3,false,4
4,false,5
8,true,1
8,false,9
2,false,2
1,false,2
7,true,1
6,false,7
3,false,4
8,false,9
8,true,1
4,false,5
6,true,1
1,false,2
8,false,9
5,false,6
3,false,4
4,false,5
6,true,0
9,false,10
6,false,6
9,false,10
1,false,2
4,true,1
10,false,10
10,false,10
10,true,1
9,true,1
9,false,10
5,true,1
1,false,2
7,true,1
9,true,1
10,true,1
1,false,2
7,false,8
5,false,6
3,false,4
8,true,1
7,false,8
6,false,7
9,false,10
2,false,3
3,false,4
5,false,6
2,false,3
1,false,1
4,false,5
3,false,3
3,false,4
6,false,7
2,false,2
5,false,5
2,true,1
5,false,6
6,false,7
1,false,2
3,false,4
2,false,3
7,false,8
5,false,6
2,false,3
10,false,10
4,false,5
3,false,4
2,false,3
6,true,1
10,false,10
1,true,1
7,true,1
8,false,9
9,false,10
1,false,1
10,false,10
6,false,7
3,false,3
6,true,1
2,false,3
2,false,2
4,false,5
5,true,1
3,false,4
6,true,1
7,true,1
6,false,7
3,false,4
8,false,9
5,false,6
4,false,5
4,false,5
2,false,3
8,true,1
6,false,7
2,false,2
3,true,1
3,false,4
1,false,2
9,false,10
2,false,2
6,true,1
10,false,10
3,false,4
1,false,2
6,true,1
7,false,8
2,false,3
8,false,9
1,false,2
6,true,1
10,false,10
8,true,1
10,false,10
1,false,2
8,false,9
3,false,4
6,false,7
1,false,2
9,true,1
9,false,9
10,true,1
1,false,2
5,true,1
9,false,10
5,true,0
9,true,1
9,true,0
9,false,10
9,false,10
6,false,7
1,false,2
4,false,5
6,false,7
6,false,7
10,false,10
3,false,4
3,false,4
7,true,0
6,false,6
8,false,9
2,false,3
8,false,9
7,false,8
6,false,7
3,false,4
4,false,5
2,false,3
5,false,6
5,false,6
7,true,1
7,false,8
10,false,10
10,false,10
5,false,6
5,false,6
8,false,9
5,false,6
6,false,7
7,false,8
6,false,7
5,false,6
1,false,2
9,false,10
7,true,1
10,false,10
9,false,10
2,false,2
3,true,1
3,false,4
8,false,9
1,false,2
7,false,8
2,false,3
6,true,1
3,false,4
2,false,3
6,false,7
7,false,8
3,false,4
8,false,9
2,false,3
7,false,8
2,true,1
5,false,6
8,false,9
6,false,7
9,false,10
5,false,6
8,false,9
9,true,1
2,false,3
3,false,4
6,false,7
10,false,10
5,false,6
1,false,2
4,false,5
6,false,6
4,false,4
8,true,1
9,false,10
4,false,5
10,true,1
4,false,5
2,false,2
6,false,7
10,false,10
4,false,5
6,true,1
3,false,4
7,true,1
7,false,8
10,false,10
6,false,7
7,false,8
7,false,8
3,false,4
2,false,2
2,false,3
6,true,1
7,true,0
4,false,5
8,true,1
5,true,1
9,true,1
5,true,1
5,false,6
5,false,5
2,false,2
6,false,7
10,false,10
8,false,9
9,false,10
5,false,6
5,false,6
1,false,2
5,false,6
2,false,3
4,false,5
3,false,4
5,false,6
8,true,1
9,false,9
4,false,4
4,true,1
1,false,1
10,true,0
1,false,2
8,false,9
5,false,6
3,false,3
5,true,0
5,true,0
6,false,6
8,false,9
8,false,9
1,false,1
5,false,6
2,false,3
1,false,2
5,true,0
6,false,7
10,false,10
6,false,6
7,false,8
8,false,9
3,false,4
3,false,4
5,true,1
6,false,7
10,false,10
10,false,10
10,true,1
10,false,10
7,false,8
9,false,10
7,false,8
9,false,9
2,false,3
4,true,1
2,false,3
3,false,4
7,true,1
2,false,2
7,false,8
2,false,3
8,false,9
8,false,9
2,false,3
5,false,6
9,false,10
3,false,4
8,false,9
4,false,5
2,false,3
6,false,7
1,false,2
9,true,1
6,false,7
9,true,1
6,false,7
7,false,8
3,false,4
8,false,9
7,false,8
8,false,9
8,false,9
10,false,10
2,false,3
5,false,5
7,false,8
1,false,2
6,false,7
1,false,1
1,false,2
5,false,6
9,false,10
9,true,1
8,false,9
4,false,5
3,false,4
5,false,6
2,false,2
7,false,8
6,false,7
6,true,1
3,false,4
6,false,7
2,false,3
10,false,10
6,false,6
8,false,9
6,false,6
7,false,8
6,false,6
2,false,3
8,false,9
8,true,1
8,true,0
10,true,1
5,false,6
1,false,2
10,false,10
9,false,10
1,false,1
6,false,7
8,false,8
4,true,1
6,true,0
4,false,5
6,true,1
6,false,7
8,false,9
5,false,6
9,false,10
1,false,2
2,false,3
5,false,6
4,true,1
8,false,9
5,false,6
8,false,9
3,false,4
7,true,1
10,false,10
5,false,6
1,false,2
6,false,7
9,true,1
6,true,1
4,true,1
6,false,7
10,true,1
1,false,2
9,true,0
8,true,1
9,false,9
1,false,2
3,false,4
5,false,5
9,true,1
8,true,1
10,false,10
7,false,8
5,false,5
2,false,3
6,false,7
4,false,5
7,false,8
9,false,10
4,false,5
5,false,5
2,false,3
1,false,2
5,true,1
4,false,5
3,true,1
4,false,5
8,false,9
2,false,3
6,false,7
5,true,1
2,true,0
5,false,6
9,true,1
4,false,5
5,false,6
5,true,1
3,false,3
2,false,3
1,false,1
4,false,5
8,false,9
6,true,0
10,false,10
10,false,10
3,false,4
2,true,1
8,true,1
9,true,1
1,false,2
1,false,2
9,true,1
10,false,10
6,false,7
10,false,10
10,false,10
1,false,2
8,false,9
4,false,5
4,false,5
3,false,4
4,false,5
6,false,6
1,false,2
8,true,1
2,false,3
10,false,10
9,false,10
5,false,6
8,true,1
5,false,6
10,false,10
7,false,8
9,true,1
5,false,6
5,false,6
3,false,3
2,false,3
5,false,6
7,false,8
7,true,1
8,true,0
2,false,3
4,false,5
3,false,3
10,false,10
2,false,3
7,true,1
8,false,9
9,true,1
8,false,9
6,false,7
6,false,7
6,false,7
3,false,3
1,false,1
1,false,2
2,false,2
8,false,9
10,false,10
4,false,4
5,false,5
8,false,9
5,false,6
8,false,9
4,false,5
6,false,6
9,false,10
6,false,7
7,false,8
7,false,7
10,false,10
5,false,6
1,false,1
5,false,6
5,false,6
6,false,7
4,false,5
10,false,10
9,false,10
7,false,7
1,false,2
6,false,7
1,false,2
2,false,3
1,false,1
10,true,1
8,false,8
9,false,9
8,false,9
5,true,0
3,false,4
6,false,7
6,false,7
7,false,8
4,false,5
1,false,2
10,false,10
10,true,1
5,false,5
3,false,3
1,false,2
4,false,5
9,false,10
9,false,10
3,false,4
6,false,7
4,false,5
6,true,1
10,true,1
3,false,4
5,false,6
3,true,0
8,true,1
1,false,2
8,false,9
5,false,6
9,true,0
2,false,2
3,false,4
7,true,1
4,false,5
3,false,3
7,false,8
9,false,10
4,false,5
10,false,10
10,false,10
7,false,8
5,false,6
10,false,10
8,false,9
8,true,1
10,false,10
7,true,1
3,false,4
8,true,1
1,false,1
7,false,8
2,false,3
8,true,1
10,false,10
6,false,7
10,true,1
3,false,4
5,false,6
2,false,3
10,false,10
4,false,5
5,false,6
3,false,4
2,false,3
1,false,2
8,true,1
8,false,9
4,false,5
7,false,8
5,true,1
2,false,3
10,false,10
8,false,9
6,false,7
2,true,1
9,false,10
2,false,3
6,false,7
6,true,1
7,true,1
8,true,1
4,false,5
8,false,9
8,false,9
10,false,10
6,false,6
3,false,4
3,false,4
8,false,9
6,false,7
3,false,3
8,false,8
5,false,6
10,true,1
4,false,5
7,true,1
3,false,4
2,false,2
3,true,1
5,false,6
8,true,1
9,false,10
5,true,1
5,false,6
10,false,10
7,false,8
3,false,3
7,false,8
6,false,7
7,false,8
4,false,5
4,false,5
4,false,5
8,true,0
3,false,3
10,false,10
8,true,1
8,false,9
9,false,10
1,false,2
4,false,5
2,false,3
2,false,3
4,false,5
9,false,10
1,true,1
1,false,2
7,false,8
4,false,5
7,false,8
1,false,1
1,false,2
3,false,3
4,false,5
5,false,6
8,false,8
8,true,1
7,false,8
10,false,10
4,false,5
2,false,3
8,false,8
6,false,7
6,false,7
9,false,10
3,true,1
5,true,1
8,false,9
3,false,3
1,false,2
3,false,4
8,false,9
5,true,1
5,false,6
2,false,2
7,false,8
5,false,6
7,false,8
10,false,10
8,true,1
4,false,5
6,true,0
8,true,0
5,false,6
3,true,1
5,false,6
9,false,10
9,false,10
3,false,4
10,false,10
8,true,0
7,true,1
4,false,4
4,false,5
6,false,7
10,true,1
2,false,3
1,false,2
1,false,2
5,false,6
1,false,2
7,false,8
10,false,10
9,true,1
8,false,9
6,true,1
2,false,2
9,true,0
7,false,8
10,false,10
3,false,4
6,false,7
8,false,9
1,false,2
7,true,1
7,false,8
1,false,2
3,false,4
4,false,5
9,false,10
2,false,3
2,false,3
1,false,2
3,false,3
3,false,3
7,false,8
4,true,1
9,false,10
9,false,9
5,false,6
9,false,10
7,true,1
2,false,3
2,false,3
6,true,1
8,false,8
1,false,2
2,true,1
2,false,3
1,false,2
2,false,3
7,false,8
7,true,1
5,false,6
3,false,4
4,false,5
4,false,5
7,false,8
9,false,9
10,true,1
3,false,4
3,true,0
6,false,7
10,false,10
4,false,5
5,false,6
8,false,9
7,true,1
1,false,2
8,false,9
7,false,8
3,false,4
10,false,10
5,false,6
6,false,7
4,false,5
1,false,2
5,false,6
6,false,7
10,false,10
8,true,1
3,false,4
3,false,4
8,true,0
3,true,1
1,false,2
3,false,4
1,false,2
7,false,8
5,false,6
9,false,10
3,false,3
7,false,8
10,false,10
8,false,9
1,false,2
4,false,4
7,false,7
5,false,6
6,false,7
7,false,8
10,false,10
7,false,8
10,false,10
2,false,3
9,false,10
3,false,4
10,false,10
10,false,10
1,false,2
2,false,3
6,false,7
3,false,4
2,false,3
7,false,8
5,false,5
10,false,10
9,false,10
7,false,8
9,false,10
10,false,10
9,false,9
7,false,8
10,true,1
2,false,3
1,true,1
5,false,6
3,false,4
8,false,8
10,false,10
10,false,10
3,false,4
4,false,5
1,false,1
10,true,1
8,false,9
3,false,4
6,false,7
7,false,8
1,false,2
8,false,9
9,true,1
10,false,10
5,false,6
5,true,1
7,false,8
10,false,10
1,false,2
2,true,1
8,true,1
7,false,8
9,false,10
10,false,10
9,true,1
9,false,10
7,true,1
7,false,8
6,false,6
10,false,10
1,false,2
1,false,2
9,false,10
7,true,1
8,true,1
10,false,10
10,false,10
4,false,5
2,false,3
5,false,6
10,true,0
7,true,0
9,false,10
9,false,10
6,false,7
1,false,2
8,true,1
9,false,10
1,false,2
6,false,7
3,false,4
1,false,2
5,false,6
7,false,8
2,false,3
6,false,6
10,false,10
3,false,4
7,false,8
2,false,3
8,false,9
2,false,3
3,false,4
9,false,10
5,true,1
4,false,5
4,true,1
7,false,8
4,false,5
3,false,4
9,false,10
10,false,10
8,false,9
10,false,10
7,false,8
8,true,1
2,false,3
4,false,5
3,false,4
7,false,8
7,false,8
8,true,1
3,false,4
4,false,5
2,false,3
4,false,5
10,true,1
9,false,10
1,false,2
10,true,1
6,true,1
9,false,10
1,false,2
4,false,5
7,false,7
3,false,4
7,false,8
9,false,10
2,true,1
4,false,4
10,false,10
5,false,6
8,false,9
3,false,4
3,false,4
10,true,1
3,false,4
5,true,0
9,false,10
7,false,8
9,false,10
3,false,4
9,false,10
10,false,10
9,true,1
